id,y_true,y_pred,absolute_error
1733491285.143805,77.0,81.45518593462269,4.4551859346226905
1733491290.152173,268.0,289.3779253604558,21.377925360455777
1733491295.158197,200.0,197.94856702737013,2.0514329726298683
1733491300.164235,155.0,178.61082843169453,23.61082843169453
1733491305.17015,220.0,205.54503273643954,14.454967263560462
1733491310.176003,185.0,213.87798805342786,28.877988053427856
1733491315.182087,118.0,94.04942984520711,23.950570154792885
1733491320.188138,168.0,176.35647057580024,8.356470575800245
1733491325.189509,281.0,261.0469981232817,19.953001876718304
1733491330.195356,248.0,242.91484401269267,5.085155987307331
1733491335.201414,197.0,181.88220190692465,15.11779809307535
1733491340.207621,202.0,201.22991287359645,0.7700871264035527
1733491345.213726,259.0,224.95846118423705,34.04153881576295
1733491350.220056,66.0,63.359730808198755,2.640269191801245
1733491355.225974,134.0,157.92569747514128,23.925697475141277
1733491360.231835,140.0,142.49384655347714,2.493846553477141
1733491365.237713,68.0,70.99944135854602,2.9994413585460222
1733491370.243595,51.0,37.242087127855434,13.757912872144566
1733491375.249646,283.0,307.17424408233416,24.174244082334155
1733491380.255823,70.0,100.31836565221742,30.318365652217423
1733491385.261701,122.0,137.72198972113324,15.721989721133241
1733491390.267981,180.0,142.68111618574818,37.31888381425182
1733491395.273929,341.0,340.3602403453712,0.63975965462879
1733491400.279872,80.0,40.832599335371974,39.167400664628026
1733491405.285812,262.0,249.53333257803752,12.466667421962484
1733491410.291926,150.0,138.97443387225198,11.025566127748021
1733491415.297797,143.0,172.64647182492942,29.64647182492942
1733491420.30372,258.0,225.5943965597511,32.40560344024891
1733491425.306318,88.0,87.7651693607602,0.23483063923980296
1733491430.308451,102.0,107.94595118625625,5.945951186256252
1733491435.314415,103.0,151.2448791103664,48.24487911036641
1733491440.320763,151.0,196.44365233056072,45.443652330560724
1733491445.3295,144.0,147.8340476153264,3.834047615326398
1733491450.335769,64.0,78.84330061775364,14.843300617753641
1733491455.341995,261.0,292.4900207930718,31.49002079307178
1733491460.347025,178.0,171.1247116038339,6.875288396166098
1733491465.353098,246.0,253.06755013074056,7.067550130740557
1733491470.359197,50.0,82.45902478671002,32.45902478671002
1733491475.36516,42.0,28.557122413029468,13.442877586970532
1733491480.37123,71.0,76.57245821663587,5.572458216635866
1733491485.377159,281.0,224.58991224002915,56.41008775997085
1733491490.383051,178.0,180.84478213445374,2.8447821344537374
1733491495.389106,135.0,153.5511277917071,18.551127791707103
1733491500.395178,52.0,86.9411788990223,34.941178899022304
1733491505.401158,90.0,110.90822139238703,20.908221392387034
1733491510.407099,69.0,65.74331070013429,3.2566892998657124
1733491515.412969,257.0,254.61653466054125,2.383465339458752
1733491520.418808,109.0,85.26286381482072,23.73713618517928
1733491525.424628,265.0,262.1103467642611,2.8896532357388764
1733491530.430869,173.0,163.60183621557832,9.398163784421683
1733491535.436718,45.0,37.91380993376301,7.086190066236988
1733491540.442526,187.0,191.89541684422403,4.89541684422403
1733491545.448289,220.0,214.73228920820793,5.267710791792069
1733491550.45416,217.0,218.14875690101616,1.1487569010161565
1733491555.460069,125.0,130.1782782723075,5.1782782723074945
1733491560.466152,90.0,101.81009890282061,11.810098902820613
1733491565.472144,72.0,96.1771142931128,24.177114293112794
1733491570.478079,321.0,303.02544491447753,17.974555085522468
1733491575.484037,178.0,177.40930847269865,0.5906915273013453
1733491580.48991,293.0,324.12135403036007,31.121354030360067
1733491585.495831,173.0,189.4428030985626,16.442803098562592
1733491590.499581,91.0,71.91169498359959,19.08830501640041
1733491595.50565,93.0,79.28556890857398,13.714431091426022
1733491600.511569,212.0,230.1633657699229,18.163365769922905
1733491605.517489,107.0,79.91808812359012,27.081911876409876
1733491610.523464,306.0,308.8231278965792,2.8231278965791944
1733491615.529483,200.0,158.9853386086557,41.014661391344305
1733491620.535692,144.0,132.9494426001961,11.050557399803893
1733491625.539582,275.0,249.15494772912493,25.845052270875073
1733491630.545591,39.0,22.27916549986305,16.72083450013695
1733491635.551677,144.0,137.56773523002218,6.43226476997782
1733491640.557564,141.0,124.27040791531522,16.729592084684782
1733491645.563419,279.0,285.4806314163556,6.480631416355607
1733491650.569703,110.0,89.81785984867165,20.182140151328355
1733491655.575557,168.0,152.5340061872388,15.465993812761212
1733491660.581493,245.0,268.61543466028417,23.615434660284166
1733491665.587432,259.0,232.50176889563534,26.498231104364663
1733491670.593293,132.0,128.71460994116495,3.2853900588350484
1733491675.599119,245.0,254.15452805745716,9.154528057457156
1733491680.605215,293.0,253.4826326542267,39.517367345773295
1733491685.611157,215.0,206.66304728258146,8.33695271741854
1733491690.616983,277.0,292.53060337797854,15.530603377978537
1733491695.622876,221.0,238.88304599999407,17.883045999994067
1733491700.628811,100.0,140.579954256178,40.57995425617801
1733491705.634742,192.0,159.6555614448514,32.3444385551486
1733491710.6407,196.0,194.85128724114276,1.1487127588572434
1733491715.646776,65.0,38.017486179965225,26.982513820034775
1733491720.652795,124.0,127.67134600949552,3.6713460094955224
1733491725.65881,59.0,85.3966203002664,26.396620300266406
1733491730.664647,86.0,59.81577803489487,26.18422196510513
1733491735.670606,37.0,44.03484631839533,7.034846318395331
1733491740.676702,129.0,133.08355330796428,4.08355330796428
1733491745.682646,175.0,169.99095776845144,5.0090422315485625
1733491750.688641,47.0,57.483175112027915,10.483175112027915
1733491755.694674,86.0,94.2659678526563,8.265967852656303
1733491760.700681,49.0,82.23975567288953,33.23975567288953
1733491765.70657,173.0,183.70118843409708,10.701188434097077
1733491770.712837,166.0,191.39234694257036,25.392346942570356
1733491775.71878,52.0,73.19943240557119,21.199432405571187
1733491780.724801,71.0,95.60977604843464,24.60977604843464
1733491785.730733,177.0,160.7351417419582,16.264858258041812
1733491790.736689,39.0,26.56425281456762,12.43574718543238
1733491795.742557,156.0,121.36985088731464,34.63014911268536
1733491800.748708,220.0,200.82566980648025,19.17433019351975
1733491805.750432,199.0,195.51267242657048,3.487327573429525
1733491810.756343,219.0,214.1040029716819,4.8959970283181065
1733491815.762394,310.0,331.5597024466992,21.55970244669919
1733491820.768286,230.0,244.93612589865938,14.936125898659384
1733491825.774128,151.0,150.7025902370102,0.29740976298978694
1733491830.780323,128.0,139.63382307156283,11.63382307156283
1733491835.786423,77.0,86.72464290303547,9.724642903035473
1733491840.79249,265.0,262.22737051200056,2.7726294879994384
1733491845.79845,134.0,139.40868937251045,5.408689372510452
1733491850.804502,216.0,220.98068336444047,4.980683364440466
1733491855.810441,155.0,131.2266474039664,23.77335259603359
1733491860.816974,171.0,116.60902378657144,54.39097621342856
1733491865.822933,296.0,262.9440847888583,33.05591521114172
1733491870.828882,150.0,156.1334928932176,6.133492893217607
1733491875.834937,142.0,129.20197423789506,12.798025762104942
1733491880.84093,220.0,251.79707405377357,31.79707405377357
1733491885.847014,124.0,116.47586543307045,7.524134566929547
1733491890.853188,80.0,51.730007814496766,28.269992185503234
1733491895.859096,191.0,175.25564971624138,15.744350283758621
1733491900.864929,336.0,363.2047735831478,27.204773583147812
1733491905.870877,94.0,136.8815502584439,42.881550258443895
1733491910.872412,39.0,10.415783901438992,28.584216098561008
1733491915.878217,321.0,321.63043338980526,0.6304333898052619
1733491920.88445,170.0,166.5428969769513,3.4571030230486883
1733491925.890263,346.0,329.37106379786485,16.62893620213515
1733491930.896341,134.0,187.21862748087622,53.21862748087622
1733491935.902423,195.0,196.1706356191567,1.1706356191567124
1733491940.908542,42.0,62.19190511114296,20.191905111142958
1733491945.914711,174.0,119.40217812409811,54.597821875901886
1733491950.919513,212.0,172.8942265360292,39.10577346397079
1733491955.925187,74.0,50.094006801220296,23.905993198779704
1733492074.000936,94.0,116.51877008285959,22.51877008285959
1733492079.006712,55.0,81.67503361199743,26.675033611997435
1733492084.010879,141.0,131.31243643015304,9.687563569846958
1733492089.016867,214.0,199.63452534943517,14.365474650564835
1733492094.023306,135.0,134.26064884790193,0.7393511520980667
1733492099.029262,102.0,97.66390833126603,4.336091668733971
1733492104.03558,118.0,122.79762065612032,4.797620656120316
1733492109.038876,235.0,258.9170471385479,23.9170471385479
1733492114.044736,116.0,120.06471303064308,4.064713030643077
1733492119.05096,173.0,173.01173204589708,0.01173204589707666
1733492124.05691,280.0,318.75698956727774,38.75698956727774
1733492129.059527,131.0,185.5398708801373,54.5398708801373
1733492134.065343,64.0,87.15319795479111,23.15319795479111
1733492139.07143,55.0,51.481703067624835,3.518296932375165
1733492144.077293,91.0,113.39484751751466,22.394847517514663
1733492149.083131,71.0,97.80736539055002,26.807365390550018
1733492154.088956,55.0,67.82610294476702,12.826102944767015
1733492159.09502,107.0,125.91805787178727,18.91805787178727
1733492164.100894,265.0,231.59905684073908,33.40094315926092
1733492169.106985,51.0,62.41958930189335,11.419589301893353
1733492174.112938,243.0,274.9839159233826,31.983915923382597
1733492179.118817,248.0,246.47167024500007,1.5283297549999304
1733492184.124799,104.0,86.95368087379359,17.046319126206413
1733492189.130679,160.0,132.24827310731763,27.75172689268237
1733492194.13661,66.0,57.33731778889686,8.662682211103139
1733492199.142916,197.0,184.56690611035128,12.433093889648717
1733492204.148761,95.0,117.52999822083905,22.529998220839047
1733492209.154832,69.0,73.97530458318742,4.975304583187423
1733492214.16066,185.0,200.53108444738038,15.53108444738038
1733492219.166469,40.0,83.10700998153035,43.107009981530354
1733492224.172325,200.0,180.0115021381879,19.988497861812107
1733492229.178471,197.0,200.34354148015848,3.3435414801584784
1733492234.184356,279.0,314.6216502791753,35.6216502791753
1733492239.190252,237.0,228.14047333571833,8.859526664281674
1733492244.196263,198.0,192.90402789382927,5.095972106170734
